Week,USD,DZD,AUD,BWP,BRL,BND,CAD,CLP,CNY,CZK,DKK,EUR,INR,ILS,JPY,KRW,KWD,MYR,MUR,MXN,NZD,NOK,OMR,PEN,PHP,PLN,QAR,RUB,SAR,SGD,ZAR,SEK,CHF,THB,TTD,AED,GBP,UYU,COP,BHD,VEF,HUF,ISK,IDR,IRR,KZT,LYD,NPR,PKR,LKR,TND,Year,Month
1.0,1.0,78.19386666666666,1.1211506523333334,8.777136299666667,2.3646333333333334,1.2668333333333335,1.0629,525.9733333333334,6.101766666666667,20.07166666666667,5.448033333333334,0.7303878463333334,62.104099999999995,3.489333333333333,112.96666666666665,1053.7666666666667,0.29811666666666664,3.2884333333333333,32.08286666666667,13.0858,1.2939229633333333,6.131900000000001,0.3845,2.8000000000000003,44.385,3.0337333333333327,3.64,51.34766666666667,3.75,1.2668333333333335,10.573983333333333,6.4997,0.8970333333333333,32.916000000000004,6.5482000000000005,3.6725,0.6065771586666666,21.398666666666667,1929.4266666666665,0.37600000000000006,6.284200000000001,217.26999999999998,115.52666666666666,12246.0,20602.333333333332,153.91,1.9324000000000001,99.21333333333332,105.5168,130.71953333333332,1.6975066666666667,2014.0,4.666666666666667
2.0,1.0,78.33547999999999,1.1214104288,8.8669245054,2.37806,1.27046,1.0794599999999999,531.54,6.1059399999999995,20.174,5.48284,0.7349064576,62.2131,3.5027999999999997,104.766,1063.0,0.28281,3.2809,30.200920000000004,13.071119999999999,1.208492273,6.17262,0.3845,2.8016,44.7194,3.06634,3.6399999999999997,49.66632,3.75,1.27046,10.71538,6.5343599999999995,0.90794,33.0582,6.43724,3.6725000000000003,0.6091186021999999,21.4038,1934.548,0.376,6.2842,220.442,116.63399999999999,12236.2,22289.4,154.49200000000002,1.9324,99.498,105.52883999999999,130.73088,1.7014,2014.0,1.0
3.0,1.0,78.2346,1.12073298,8.927114596,2.3616,1.26904,1.09246,529.53,6.099819999999999,20.1472,5.478140000000001,0.7341323980000001,61.50256,3.4882,104.29400000000001,1060.8799999999999,0.28254,3.2778,30.208199999999998,13.16356,1.1981088096,6.134860000000001,0.3845,2.803,44.8092,3.05014,3.6399999999999997,33.310159999999996,3.75,1.2696999999999998,10.84879,6.47278,0.9050800000000001,32.8806,6.4125,3.6725000000000003,0.6092101562,21.4914,1934.506,0.376,6.2842,219.968,115.856,12189.6,26322.4,154.946,1.9324,100.39,104.55508,133.35930000000002,1.70397,2014.0,1.0
4.0,1.0,78.0062,1.13637497775,8.964757763,2.366325,1.2775750000000001,1.10555,541.5675,6.10675,20.1965,5.479325,0.73506642775,61.8592,3.487,104.1975,1067.1750000000002,0.2828,3.3213749999999997,30.307775,13.364575,1.201891324,6.143875,0.3845,2.81,45.208,3.066075,3.64,33.899125,3.75,1.2775750000000001,10.947812500000001,6.4635750000000005,0.9034249999999999,32.871,6.414725,3.6725,0.6044800287500001,21.52575,1976.46,0.376,6.2842,235.55,119.52250000000001,12264.0,27368.25,162.3575,1.9324,98.9325,104.311375,131.022825,1.70791,2014.0,1.0
5.0,1.0,77.85678,1.1416223306000002,9.0713166202,2.41918,1.2753,1.11368,548.392,6.10496,20.232999999999997,5.48648,0.7352508518,62.62302,3.4926000000000004,102.734,1079.78,0.2822,3.3395,30.222199999999997,13.36318,1.2158310424,6.21446,0.3845,2.8207999999999998,45.262800000000006,3.09604,3.6399999999999997,34.86448,3.75,1.2753,11.174809999999999,6.45902,0.89916,32.9412,6.40654,3.6725000000000003,0.6050967014,22.1664,2004.0760000000002,0.376,6.2842,225.98200000000003,115.22,12437.6,26356.4,155.41199999999998,1.9324,100.24199999999999,105.47666,130.72428,1.6142800000000002,2014.0,1.0
6.0,1.0,78.31466,1.1254157214,9.056340472799999,2.4135400000000002,1.27124,1.10632,556.1220000000001,6.10578,20.3492,5.51708,0.739331345,62.528620000000004,3.5346,101.736,1079.06,0.28279,3.3305999999999996,30.3531,13.337959999999999,1.2215539882,6.246219999999999,0.3845,2.8222,45.339,3.1070599999999997,3.6399999999999997,34.99544,3.75,1.27124,11.11617,6.5320800000000006,0.90384,32.8352,6.4177599999999995,3.6725000000000003,0.6129565572000001,22.1256,2040.1119999999999,0.376,6.2842,228.49200000000002,115.67999999999999,12201.2,26382.2,155.552,1.9324,100.006,102.47919999999999,127.33663999999999,1.66762,2014.0,2.0
7.0,1.0,78.1039,1.1130685705999999,8.9929712146,2.40306,1.26698,1.10054,553.0840000000001,6.108,20.152,5.46528,0.732405153,62.261300000000006,3.5165999999999995,102.444,1069.52,0.28228,3.3276600000000003,30.29454,13.298060000000001,1.2040478748,6.1155,0.3845,2.8162,44.9668,3.05364,3.6399999999999997,34.887299999999996,3.75,1.26698,11.028839999999999,6.45316,0.8960000000000001,32.681,6.42356,3.6725000000000003,0.6047062366,22.2732,2040.1919999999998,0.376,6.2842,226.782,114.124,12082.8,23654.8,174.704,1.9324,99.59,104.48124,134.75278,1.868176,2014.0,2.0
8.0,1.0,77.62020000000001,1.11051340175,8.960749576,2.39095,1.2637,1.10575,550.725,6.11245,19.96,5.438075,0.728744519,62.172525,3.5125,102.23,1065.9,0.28165,3.301325,30.140425,13.270025,1.20284702925,6.083375,0.3845,2.80675,44.61175,3.036625,3.64,35.568525,3.75,1.2637,10.988624999999999,6.51265,0.889925,32.538,6.42265,3.6725,0.5999882215,22.53075,2033.055,0.376,6.2842,227.0225,113.41499999999999,11810.0,26750.25,184.7,1.9324,99.39750000000001,104.94165,130.82875,1.5835,2014.0,2.0
9.0,1.0,77.60674,1.1136042522,8.8732772602,2.34546,1.26556,1.10948,557.842,6.1200600000000005,19.905,5.43248,0.7279814229999999,62.0086,3.5112,102.29400000000001,1071.52,0.28175,3.282,30.1135,13.255500000000001,1.2010438682,6.02558,0.3845,2.8045999999999998,44.6308,3.03376,3.6399999999999997,35.82002,3.75,1.26556,10.792060000000001,6.506739999999999,0.8871800000000001,32.58,6.41494,3.6725000000000003,0.5999028644,22.444399999999998,2048.018,0.376,6.2842,226.148,113.218,11665.2,26396.6,184.368,1.9324,99.162,105.00547999999999,131.37564,1.58516,2014.0,2.0
10.0,1.0,77.48122,1.1127138108,8.8324786724,2.32876,1.26786,1.1058999999999999,561.072,6.12314,19.831799999999998,5.41162,0.7256284552000001,61.628139999999995,3.4842,102.144,1069.92,0.28169,3.2717,30.07414,13.21842,1.1897933595999999,5.98372,0.3845,2.8,44.7196,3.03664,3.6399999999999997,36.195460000000004,3.75,1.26786,10.71048,6.4439400000000004,0.8834799999999999,32.4246,6.41794,3.6725000000000003,0.5980660444,22.4546,2046.0639999999999,0.376,6.2842,234.65,116.796,11827.6,26565.8,182.692,1.9324,98.77799999999999,103.83902,131.06086,1.6554000000000002,2014.0,3.0
