Month,USD,DZD,AUD,BWP,BRL,BND,CAD,CLP,CNY,CZK,DKK,EUR,INR,ILS,JPY,KRW,KWD,MYR,MUR,MXN,NZD,NOK,OMR,PEN,PHP,PLN,QAR,RUB,SAR,SGD,ZAR,SEK,CHF,THB,TTD,AED,GBP,UYU,COP,BHD,VEF,HUF,ISK,IDR,IRR,KZT,LYD,NPR,PKR,LKR,TND,Year,Week
1.0,1.0,80.87506499999999,0.9617005750000001,7.6264294052,1.791665,1.279175,1.0130750000000002,500.41400000000004,6.324085,19.7702,5.757875,0.7743836113,51.167,3.80675,79.16499999999999,1144.42,0.278445,3.110925,29.38408,13.385839999999998,1.2595369333500002,5.940720000000001,0.3845,2.6917999999999997,43.58045,3.3839150000000005,3.6399999999999997,39.543445000000006,3.75,1.279175,8.006665,6.914045,0.9372849999999999,31.788349999999998,6.39907,3.6725000000000003,0.64432658025,19.62235,1849.744,0.376,4.2893,237.4445,123.603,9131.35,14141.8,148.3885,1.9324,82.0965,90.295855,113.89903,1.51935,2012.0,2.8
2.0,1.0,74.822475,0.9325986964,7.232966501,1.7196500000000001,1.253725,0.9966649999999999,481.366,6.3003599999999995,18.94605,5.623085,0.7563863944,49.168,3.7415999999999996,78.392,1123.665,0.2775475,3.02468,28.989690000000003,12.789005,1.1990826403,5.715104999999999,0.3845,2.6833,42.666199999999996,3.16071,3.6399999999999997,29.820505000000004,3.75,1.253725,7.6589100000000006,6.66896,0.9125249999999999,30.72695,6.396205,3.6725000000000003,0.6329498945500001,19.4483,1780.8515,0.376,4.2893,219.6515,123.35799999999999,9025.3,15812.45,148.267,1.9324,78.6615,90.74345,118.35779,1.50237,2012.0,6.95
3.0,1.0,74.46810454545454,0.948584701409091,7.2387947280454545,1.7901772727272727,1.2584454545454546,0.9938545454545454,485.3954545454546,6.308136363636364,18.692772727272725,5.632709090909091,0.7575529395909091,50.3609090909091,3.767272727272727,82.48454545454545,1126.159090909091,0.2781931818181818,3.044336363636364,29.012472727272726,12.75385,1.2184699347272727,5.7053863636363635,0.3845,2.670363636363636,42.858090909090905,3.1339818181818178,3.64,29.36633181818182,3.75,1.2584454545454546,7.611011363636364,6.7298,0.9135727272727273,30.701904545454546,6.406113636363637,3.6725,0.6322532241818182,19.527545454545454,1766.1004545454546,0.376,4.2893,224.35863636363638,126.31636363636363,9343.09090909091,16507.636363636364,149.48409090909092,1.9324,80.35318181818182,90.85563181818182,125.59579545454545,1.5380154545454545,2012.0,11.272727272727273
4.0,1.0,74.14820476190476,0.9669805610952382,7.375286289047619,1.8506238095238097,1.251847619047619,0.9926380952380951,485.9428571428571,6.295404761904761,18.84847619047619,5.6516761904761905,0.7603190776190476,51.70095238095238,3.7509523809523806,81.47333333333333,1135.647619047619,0.2780095238095238,3.062257142857143,29.089138095238095,13.055709523809522,1.2219295252380953,5.747057142857143,0.3845,2.6567142857142856,42.69452380952381,3.1736857142857144,3.6399999999999997,29.49377619047619,3.75,1.251847619047619,7.831469047619048,6.7268380952380955,0.913547619047619,30.891142857142853,6.400190476190476,3.6725000000000003,0.625046815952381,19.673238095238094,1774.8219047619048,0.376,4.2893,224.51285714285717,125.49380952380952,9368.238095238095,15303.095238095239,147.79333333333332,1.9324,82.55428571428573,90.72235238095239,128.8580380952381,1.5948138095238096,2012.0,15.619047619047619
5.0,1.0,75.03819090909091,1.0005347982727273,7.586934162545455,1.9749954545454544,1.2598909090909092,1.0097,496.1572727272727,6.304154545454545,19.736272727272727,5.798986363636363,0.7803912195454547,54.34909090909091,3.8260454545454547,79.76409090909091,1153.159090909091,0.27889318181818185,3.0984136363636363,29.36084545454545,13.633081818181818,1.287929935909091,5.906031818181819,0.3845,2.6657272727272727,42.78281818181818,3.3443045454545453,3.64,30.71922727272727,3.75,1.2607545454545455,8.145820454545454,7.0127772727272735,0.9371454545454546,31.27913636363636,6.400654545454546,3.6725,0.6277766559545455,20.199772727272727,1790.7331818181817,0.376,4.379977272727273,228.995,126.83954545454544,9479.5,16939.25,148.06272727272727,1.9324,86.71954545454545,91.59084545454544,129.20240454545456,1.613199090909091,2012.0,19.90909090909091
6.0,1.0,77.78059523809523,1.0022327224761907,7.77285453095238,2.0477714285714286,1.2782904761904763,1.0280714285714285,505.6280952380953,6.317133333333333,20.470142857142857,5.933614285714286,0.7983618814761906,56.03000000000001,3.892761904761905,79.32142857142857,1166.2809523809524,0.2800690476190476,3.1789666666666667,30.416128571428573,13.923852380952379,1.2844794101428572,6.019871428571428,0.3845,2.6708095238095235,42.79838095238095,3.4353142857142855,3.6399999999999997,32.87684761904762,3.75,1.2782904761904763,8.388947619047618,7.078566666666667,0.9583380952380952,31.66452380952381,6.402552380952381,3.6725000000000003,0.6435042645238095,21.688333333333333,1789.6423809523808,0.376,4.479290476190476,234.38666666666666,127.52571428571429,9451.142857142857,16266.142857142857,148.8538095238095,1.9324,89.62238095238095,94.2754380952381,131.77649523809524,1.6528385714285714,2012.0,24.38095238095238
7.0,1.0,80.79362857142857,0.9716669834761905,7.737911234619048,2.0292761904761902,1.2617,1.0142333333333333,492.4985714285714,6.324023809523809,20.699714285714286,6.060242857142858,0.8147172958095238,55.56380952380952,3.994571428571428,79.00190476190475,1143.2380952380952,0.28114761904761904,3.169085714285714,31.016509523809525,13.364700000000001,1.2533638105238094,6.073528571428572,0.3845,2.633952380952381,41.91095238095238,3.4092190476190476,3.6399999999999997,32.52507142857143,3.75,1.2617,8.260464285714287,6.959542857142857,0.9780142857142857,31.66504761904762,6.416409523809524,3.6725000000000003,0.6414823097619047,21.778761904761904,1784.64,0.376,4.2893,233.2042857142857,125.85619047619048,9460.952380952382,17024.0,149.75,1.9324,88.75047619047619,95.01225238095238,132.71929047619048,1.6200380952380953,2012.0,28.80952380952381
8.0,1.0,81.11651304347825,0.9552957492173914,7.721289917565217,2.029995652173913,1.2484217391304349,0.9924217391304349,481.0386956521739,6.340360869565218,20.178695652173914,6.004869565217391,0.8065191705217392,55.56913043478261,4.015347826086956,78.66478260869565,1131.5404347826086,0.28188478260869565,3.119213043478261,30.6174,13.184521739130433,1.2348567484347825,5.906926086956521,0.3845,2.614695652173913,42.069043478260866,3.3001043478260867,3.64,31.967,3.75,1.2484217391304349,8.27376956521739,6.6867217391304345,0.9687086956521739,31.440608695652173,6.393534782608696,3.6725,0.636433864,21.310130434782607,1806.1321739130435,0.376,4.2893,224.40391304347827,120.11999999999999,9652.826086956522,16681.82608695652,149.5113043478261,1.9324,88.79913043478261,95.84167826086957,132.1468695652174,1.6659869565217391,2012.0,33.17391304347826
9.0,1.0,79.38022631578947,0.9614900415789475,7.661288011263158,2.028473684210526,1.2309631578947369,0.9784,474.37631578947367,6.33941052631579,19.22063157894737,5.792231578947368,0.7770613542105264,54.54264736842106,3.946947368421053,78.14,1124.2052631578947,0.2815973684210526,3.078952631578947,30.271931578947367,12.932626315789474,1.222412973,5.749363157894737,0.3845,2.6020526315789474,41.72636842105263,3.2111947368421054,3.6399999999999997,31.415094736842104,3.75,1.2309631578947369,8.27405,6.6106105263157895,0.9395684210526316,30.986421052631577,6.406794736842105,3.6725000000000003,0.6204394854210526,21.201473684210526,1801.7278947368422,0.376,4.2893,220.70684210526318,122.86421052631579,9565.368421052632,15123.894736842105,149.78157894736842,1.9323999999999997,87.34315789473685,94.64702105263159,131.7578,1.6011505263157895,2012.0,37.578947368421055
10.0,1.0,79.24082272727273,0.9706606395909091,7.840441344818182,2.0302045454545454,1.224290909090909,0.9871227272727272,475.1759090909091,6.319195454545454,19.215045454545454,5.7492363636363635,0.7707390993181819,53.07075454545454,3.852272727272727,78.96863636363636,1108.0363636363636,0.28097727272727274,3.0565454545454545,30.85970909090909,12.884231818181819,1.2198968130454544,5.712004545454545,0.3845,2.5861363636363635,41.46090909090909,3.1697636363636366,3.64,31.128836363636363,3.75,1.224290909090909,8.638211363636364,6.647236363636364,0.9327681818181819,30.697000000000003,6.399604545454546,3.6725,0.6217698662272727,20.069909090909093,1804.2259090909092,0.376,4.561331818181818,217.06636363636363,123.58954545454544,9918.954545454546,17696.954545454544,151.94954545454544,1.9324,85.98772727272727,96.86766818181819,129.21093181818182,1.6602186363636364,2012.0,41.86363636363637
11.0,1.0,79.438915,0.9604135619,7.95165281125,2.06046,1.22327,0.997505,480.929,6.29576,19.78465,5.81822,0.7800550347499999,54.790544999999995,3.8957500000000005,80.792,1087.905,0.28180499999999997,3.058645,30.90622,13.087565000000001,1.22019373355,5.7240850000000005,0.3845,2.5987999999999998,41.1254,3.22389,3.6399999999999997,31.395375,3.75,1.22327,8.7944675,6.711395,0.939345,30.708199999999998,6.39801,3.6725000000000003,0.626334663,19.788149999999998,1820.7549999999999,0.376,4.48879,223.723,127.298,9927.25,14921.3,150.9395,1.9324,87.68199999999999,96.57057,130.41689000000002,1.595464,2012.0,46.2
12.0,1.0,78.18232222222223,0.9546235018333333,7.850434614111112,2.0834055555555557,1.2209055555555557,0.9894722222222223,477.21055555555563,6.29005,19.230722222222223,5.688916666666667,0.7625543637222223,54.61626666666667,3.7824999999999998,83.57777777777778,1077.1611111111113,0.28122222222222226,3.0553166666666667,30.663899999999998,12.854294444444443,1.2005650628333333,5.601216666666667,0.3845,2.566222222222222,41.00672222222222,3.1254,3.6399999999999997,30.757711111111107,3.75,1.2209444444444444,8.640336111111111,6.609877777777778,0.9223111111111112,30.64033333333333,6.418411111111111,3.6725000000000003,0.6192340932777778,19.31122222222222,1796.6505555555555,0.376,4.2893,217.88666666666666,126.31,9645.888888888889,17034.277777777777,150.43944444444446,1.9324000000000001,87.31444444444445,97.84100555555557,128.65272777777778,1.5627833333333332,2012.0,50.333333333333336
