Week,USD,DZD,AUD,BWP,BRL,BND,CAD,CLP,CNY,CZK,DKK,EUR,INR,ILS,JPY,KRW,KWD,MYR,MUR,MXN,NZD,NOK,OMR,PEN,PHP,PLN,QAR,RUB,SAR,SGD,ZAR,SEK,CHF,THB,TTD,AED,GBP,UYU,COP,BHD,VEF,HUF,ISK,IDR,IRR,KZT,LYD,NPR,PKR,LKR,TND,Year,Month
1.0,1.0,99.42984999999999,0.97110794325,8.4498678995,1.840925,1.290125,1.01635,514.1425,6.354925,20.011,5.7678,0.775685662,52.9825,3.8385,87.77,1151.025,0.2781125,3.14545,29.318550000000002,13.716574999999999,1.31897138225,5.9712250000000004,0.3845,2.6945,43.796,3.4689750000000004,3.64,72.9299,3.75,1.290125,8.1268375,7.21655,0.94315,32.69275,6.4037500000000005,3.6725,0.6428346119999999,19.70075,1910.1,0.376,4.2893,246.1225,122.705,9165.75,14584.75,148.2775,1.9324,84.9325,90.29235,113.8999,1.4981499999999999,2012.0,1.0
2.0,1.0,76.50828,0.9731499422000001,7.497457601799999,1.81696,1.29282,1.02142,507.816,6.31986,20.1466,5.8312800000000005,0.7841836968,51.99399999999999,3.8374,76.936,1159.92,0.2792,3.1445999999999996,29.537860000000002,13.64956,1.2650361428,6.01202,0.3845,2.692,44.0774,3.4884,3.6399999999999997,31.80426,3.75,1.29282,8.09288,6.91728,0.9504400000000001,31.7678,6.4054199999999994,3.6725000000000003,0.6496109668,19.5984,1866.1299999999999,0.376,4.2893,243.76999999999998,124.15799999999999,9193.6,13957.8,148.46800000000002,1.9324,83.482,90.33904,113.89968000000002,1.52054,2012.0,1.0
3.0,1.0,76.54169999999999,0.96216377325,7.435055116,1.775875,1.279875,1.01275,496.6625,6.3191500000000005,19.827,5.78285,0.7777075715,50.59,3.8035,76.85,1145.125,0.278875,3.114175,29.50735,13.3161,1.25014566275,5.967,0.3845,2.692,43.61325,3.38575,3.64,31.463225,3.75,1.279875,7.98775,6.867,0.94085,31.723,6.393924999999999,3.6725,0.648849878,19.556,1831.6875,0.376,4.2893,238.515,124.34,9099.5,15315.5,148.3025,1.9324,81.42750000000001,90.29875,113.90020000000001,1.5264,2012.0,1.0
4.0,1.0,76.04168,0.950136798,7.3741668778000005,1.7573599999999998,1.2661,1.0059200000000001,490.328,6.3138,19.3874,5.69708,0.766289725,49.980000000000004,3.7762000000000002,77.42,1131.08,0.27809,3.0738,29.2875,13.06486,1.2306335652000002,5.8663799999999995,0.3845,2.6906,43.156,3.27418,3.6399999999999997,30.719459999999998,3.75,1.2661,7.9146,6.76632,0.9251400000000001,31.424200000000003,6.39686,3.6725000000000003,0.6403049862,19.6378,1814.2900000000002,0.376,4.2893,228.74200000000002,123.396,9122.6,13785.2,148.428,1.9324,80.256,90.22662,113.89728,1.53534,2012.0,1.0
5.0,1.0,75.29997999999999,0.939284679,7.2698345386,1.7407599999999999,1.2521,0.9994200000000001,486.904,6.309019999999999,19.143800000000002,5.65616,0.7608664908,49.36,3.7359999999999998,76.314,1123.9,0.27746,3.0353000000000003,29.0916,12.9012,1.2094527806,5.82566,0.3845,2.689,42.867399999999996,3.20362,3.6399999999999997,30.3017,3.75,1.2521,7.739369999999999,6.757099999999999,0.9165599999999999,31.005000000000003,6.38878,3.6725000000000003,0.6335021076,19.554,1793.3939999999998,0.376,4.2893,222.988,123.01400000000001,8978.8,17835.4,148.568,1.9324,78.87,90.39774,113.89862000000001,1.5046599999999999,2012.0,1.6
6.0,1.0,74.85042000000001,0.9293618778000001,7.205841691800001,1.7230599999999998,1.24726,0.99658,478.42600000000004,6.30394,18.9708,5.63936,0.7586948555999999,49.12,3.717,77.042,1118.7400000000002,0.27731000000000006,3.0177,29.0351,12.70964,1.1985250824000002,5.77996,0.3845,2.687,42.495999999999995,3.17082,3.6399999999999997,29.916859999999996,3.75,1.24726,7.628400000000001,6.678839999999999,0.9167,30.8428,6.3985199999999995,3.6725000000000003,0.631986654,19.4602,1781.986,0.376,4.2893,220.894,122.646,8975.4,14783.0,148.618,1.9324,78.446,90.67512,119.92436000000001,1.5022199999999999,2012.0,2.0
7.0,1.0,75.00122,0.9326723747999999,7.2868176258,1.72172,1.26084,0.9976800000000001,481.784,6.29572,19.1298,5.66084,0.7615814098,49.272000000000006,3.7421999999999995,78.308,1125.54,0.27782999999999997,3.0414000000000003,29.011540000000004,12.78962,1.2012370962,5.739800000000001,0.3845,2.6832000000000003,42.6052,3.1879199999999996,3.6399999999999997,30.02522,3.75,1.26084,7.731260000000001,6.693980000000001,0.91842,30.839800000000004,6.39896,3.6725000000000003,0.634872004,19.494,1786.632,0.376,4.2893,221.42,123.05199999999999,9024.6,15844.8,148.304,1.9324,78.84,90.79476,117.89194,1.50614,2012.0,2.0
8.0,1.0,74.51910000000001,0.93546769125,7.253112371249999,1.7097,1.25625,0.9982,482.0825,6.2986,18.846,5.59525,0.752413446,49.1625,3.75025,80.1275,1125.4,0.2777,3.020275,28.987475,12.816825,1.19809852975,5.637425,0.3845,2.679,42.667249999999996,3.14015,3.64,29.69175,3.75,1.25625,7.6801625,6.639575,0.907925,30.54025,6.4018,3.6725,0.63474500275,19.43175,1778.77,0.376,4.2893,216.31,123.9125,9061.0,15418.25,147.9925,1.9324,78.7125,90.846925,118.715525,1.50365,2012.0,2.0
9.0,1.0,74.58272,0.9287269748,7.1532622594,1.7090800000000002,1.251,0.99084,478.93,6.29722,18.6176,5.56438,0.7483791552,49.126,3.7857999999999996,80.946,1125.24,0.27731,3.0052399999999997,28.79916,12.81464,1.1938372546,5.577,0.3845,2.6762,42.8196,3.09586,3.6399999999999997,29.13738,3.75,1.251,7.5146299999999995,6.5922600000000005,0.9015000000000001,30.44058,6.394360000000001,3.6725000000000003,0.6288713684,19.3244,1771.014,0.376,4.2893,216.38600000000002,125.03,9111.8,15362.0,147.68200000000002,1.9324,78.47200000000001,90.9687,121.09957999999999,1.50942,2012.0,2.4
10.0,1.0,74.50492,0.9411172102,7.211005138,1.75008,1.2576800000000001,0.9952,487.162,6.315659999999999,18.8084,5.638599999999999,0.7584346346,50.198,3.8076,81.326,1119.8799999999999,0.27816,3.0175,29.03066,12.83448,1.2182459632,5.64292,0.3845,2.6724,42.815999999999995,3.1377800000000002,3.6399999999999997,29.545260000000003,3.75,1.2576800000000001,7.57787,6.73916,0.9146000000000001,30.6382,6.39732,3.6725000000000003,0.6335712708,19.5462,1773.596,0.376,4.2893,222.516,125.644,9155.8,18973.8,155.394,1.9324,80.03,90.9117,122.66677999999999,1.5069199999999998,2012.0,3.0
