Week,USD,DZD,AUD,BWP,BRL,BND,CAD,CLP,CNY,CZK,DKK,EUR,INR,ILS,JPY,KRW,KWD,MYR,MUR,MXN,NZD,NOK,OMR,PEN,PHP,PLN,QAR,RUB,SAR,SGD,ZAR,SEK,CHF,THB,TTD,AED,GBP,UYU,COP,BHD,VEF,HUF,ISK,IDR,IRR,KZT,LYD,NPR,PKR,LKR,TND,Year,Month
1.0,1.0,138.93246,1.3891763302000002,11.76759416,5.66956,1.35574,1.2708,845.732,6.373959999999999,21.7696,6.57496,0.8839276,74.42018,3.0994,115.79400000000001,1193.6799999999998,0.30262,4.1895,43.48008,20.46868,1.4717360564,8.84744,0.3845,3.9636000000000005,51.0896,4.0392600000000005,3.6399999999999997,75.1315,3.75,1.35574,15.822460000000001,9.08094,0.9171699999999999,33.3584,6.7719000000000005,3.6725000000000003,0.7394284798,44.6632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,1.0
2.0,1.0,139.40558000000001,1.3823750258,11.59048521,5.58526,1.35046,1.25648,828.792,6.36324,21.4546,6.53442,0.8782328994,74.02844,3.1166,115.04,1195.14,0.30232000000000003,4.18692,43.583479999999994,20.37246,1.4685625072000001,8.76282,0.3845,3.9042000000000003,51.197,3.9821800000000005,3.6399999999999997,74.96602,3.75,1.35046,15.515360000000001,9.00878,0.9190699999999999,33.403999999999996,6.77924,3.6725000000000003,0.7326164258000001,44.6188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,1.0
3.0,1.0,139.69015000000002,1.3882731435,11.5574565275,5.46835,1.3482,1.251,815.3275,6.3466499999999995,21.4415,6.55755,0.88109687125,74.475775,3.13075,114.3375,1190.85,0.302325,4.18575,43.618125,20.443375,1.47652468025,8.791274999999999,0.3845,3.8445,51.370999999999995,3.98625,3.64,76.58387499999999,3.75,1.3482,15.2855125,9.1157,0.9149125,33.03875,6.748175,3.6725,0.735357732,44.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,1.0
4.0,1.0,139.978,1.4063074818,11.54493362,5.45176,1.347,1.2675,800.722,6.34192,21.8012,6.628360000000001,0.8905513624000001,74.8215,3.1835999999999998,114.346,1197.0,0.30247,4.1914,43.7325,20.707720000000002,1.5014914654,8.96404,0.3845,3.838,51.3362,4.06408,3.6399999999999997,78.34304,3.75,1.347,15.318529999999999,9.30616,0.92311,33.098,6.76122,3.6725000000000003,0.7438313134,44.3528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,1.0
5.0,1.0,140.32507999999999,1.4092783682,11.609031164,5.31238,1.3515,1.2705,809.0,6.3642,21.511400000000002,6.582000000000001,0.8851971343999999,74.78208,3.1818,114.946,1203.66,0.30269,4.1856,43.607099999999996,20.72168,1.5127070954000001,8.844800000000001,0.3845,3.8546,51.1714,4.04086,3.6399999999999997,76.75726,3.75,1.3515,15.34669,9.23894,0.92393,33.212,6.736459999999999,3.6725000000000003,0.7392335992,43.8922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,1.8
6.0,1.0,140.48144,1.4015686349999998,11.576905424,5.2481,1.34434,1.26922,820.366,6.36182,21.2716,6.51178,0.8749532776000001,74.9044,3.2182000000000004,115.446,1197.74,0.30224,4.18612,43.747840000000004,20.55908,1.5017354608,8.80948,0.3845,3.8004,51.27380000000001,3.9595599999999997,3.6399999999999997,75.09942,3.75,1.34434,15.36964,9.16666,0.9244199999999999,32.8464,6.767619999999999,3.6725000000000003,0.737835338,43.3116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2.0
7.0,1.0,140.48506,1.3975343246,11.489059122,5.16982,1.34552,1.27188,804.236,6.34166,21.5014,6.5546999999999995,0.880951441,75.26096,3.2104,115.38,1198.08,0.30249,4.187399999999999,43.77208,20.34956,1.502249189,8.90412,0.3845,3.7614000000000005,51.3316,3.9828400000000004,3.6399999999999997,75.85418,3.75,1.34552,15.07714,9.31298,0.92302,32.3322,6.74856,3.6725000000000003,0.7370676904,43.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2.0
8.0,1.0,140.80065,1.3873056997500002,11.5475209425,5.08245,1.3497,1.276,797.6375,6.323075,21.902,6.6042000000000005,0.88765049425,75.0112,3.243,114.97,1193.375,0.30257500000000004,4.1907499999999995,43.873875,20.41005,1.4867342765,8.920549999999999,0.3845,3.74625,51.345,4.075525,3.64,82.829025,3.75,1.34905,15.1508,9.43675,0.9221625,32.443,6.76155,3.6725,0.74182494225,42.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2.0
9.0,1.0,141.75296,1.3748082,11.638780338,5.1242,1.3563399999999999,1.26976,802.962,6.3153,23.0298,6.70584,0.9014195334,75.70642000000001,3.2372,115.356,1204.2,0.30298,4.19276,44.092380000000006,20.660339999999998,1.480856642,8.89976,0.3845,3.7537999999999996,51.3572,4.29254,3.6399999999999997,101.22442,3.75,1.3579599999999998,15.378,9.64028,0.91934,32.632799999999996,6.7449200000000005,3.6725000000000003,0.7485896942,42.5858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2.8
10.0,1.0,142.66918,1.3635649319999998,11.65263289,5.04628,1.36184,1.27914,807.424,6.31894,23.1752,6.7836,0.911549305,76.64282,3.2802,115.71199999999999,1226.26,0.30372,4.18186,43.9419,21.09674,1.4606423934000001,8.95946,0.3845,3.7174,52.0692,4.4432,3.6399999999999997,112.96794,3.75,1.36184,15.176179999999999,9.84938,0.92756,33.0872,6.765860000000001,3.6725000000000003,0.7609968366000001,42.6574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,3.0
11.0,1.0,142.51056,1.3727564926,11.595694278,5.08786,1.36212,1.27138,805.52,6.35966,22.558,6.76482,0.9090313688,76.24634,3.2688,118.37,1234.74,0.30396999999999996,4.20116,43.88962,20.688319999999997,1.4697466364,8.905080000000002,0.3845,3.7296,52.309000000000005,4.28302,3.6399999999999997,108.69685999999999,3.75,1.36212,15.03498,9.52142,0.93807,33.383799999999994,6.74694,3.6725000000000003,0.7638585258,42.651799999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,3.0
12.0,1.0,142.64952,1.3421218518,11.53161866,4.87364,1.35712,1.2559799999999999,795.652,6.36642,22.409799999999997,6.7602400000000005,0.9086487273999999,76.2442,3.2306,120.58599999999998,1215.66,0.30405,4.2164,44.257979999999996,20.192339999999998,1.4417940826,8.77572,0.3845,3.757,52.373000000000005,4.28742,3.6399999999999997,100.72508,3.75,1.35712,14.803370000000001,9.43286,0.9306899999999999,33.5596,6.77072,3.6725000000000003,0.7579520750000001,42.0328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,3.0
