Month,USD,DZD,AUD,BWP,BRL,BND,CAD,CLP,CNY,CZK,DKK,EUR,INR,ILS,JPY,KRW,KWD,MYR,MUR,MXN,NZD,NOK,OMR,PEN,PHP,PLN,QAR,RUB,SAR,SGD,ZAR,SEK,CHF,THB,TTD,AED,GBP,UYU,COP,BHD,VEF,HUF,ISK,IDR,IRR,KZT,LYD,NPR,PKR,LKR,TND,Year,Week
1.0,1.0,107.48544736842105,1.4246014211052633,11.535487608947369,4.045726315789474,1.4332684210526316,1.420821052631579,721.467894736842,6.5731,24.891789473684213,6.872384210526316,0.9210052446842106,67.31175789473684,3.950684210526316,118.30578947368421,1201.1842105263158,0.3033921052631579,4.344289473684211,36.07575263157895,18.064357894736844,1.5256402085263159,8.827563157894737,0.3845,3.426263157894737,47.5,4.052036842105263,3.6399999999999997,76.84224210526315,3.75,1.4332684210526316,16.321723684210525,8.532089473684211,1.0070157894736842,36.15342105263158,6.44841052631579,3.6725000000000003,0.6944081813157895,30.630526315789474,3282.683157894737,0.376,6.2842,289.75736842105266,130.27105263157895,13886.842105263158,29038.42105263158,364.22736842105263,1.9323999999999997,107.60894736842106,104.9351052631579,143.2543,2.006354210526316,2016.0,2.473684210526316
2.0,1.0,106.649225,1.4032988925,11.289176702999999,3.9685099999999998,1.405595,1.37961,703.486,6.550335,24.387700000000002,6.731050000000001,0.90195723665,68.255625,3.9090000000000003,115.076,1215.73,0.2998675,4.17925,35.756575,18.451259999999998,1.5066083801499999,8.62152,0.3845,3.4984,47.64475,3.96506,3.6399999999999997,77.22471,3.75,1.40807,15.76568,8.45608,0.994195,35.6057,6.48348,3.6725000000000003,0.69970552375,31.607999999999997,3354.8875,0.376,6.169505,279.681,127.39649999999999,13508.75,25350.45,358.206,1.9324,109.12449999999998,104.00431499999999,142.79458,2.0238855,2016.0,6.6
3.0,1.0,109.57777826086956,1.336597042173913,11.151348188695653,3.7214391304347822,1.3745478260869566,1.322804347826087,681.854347826087,6.507091304347825,24.364869565217393,6.715034782608695,0.9007175333043478,67.01896956521739,3.865391304347826,112.99347826086957,1190.517391304348,0.3011130434782609,4.076804347826087,35.615604347826086,17.623260869565218,1.4859997636086957,8.486260869565218,0.3845,3.404347826086956,46.68326086956522,3.8656782608695655,3.64,70.30918695652174,3.75,1.3745478260869566,15.411017391304346,8.361965217391305,0.9830391304347826,35.2364347826087,6.566456521739131,3.6725,0.7034101566521739,32.12452173913044,3140.2813043478263,0.376,7.836895652173913,275.8939130434783,125.6008695652174,13032.130434782608,26879.717391304348,327.5839130434783,1.9324,107.17826086956521,104.17945652173913,144.00315217391307,2.0295004347826087,2016.0,11.0
4.0,1.0,108.77888095238094,1.3044698590476191,10.799267695238095,3.5696476190476187,1.3508761904761906,1.2818571428571428,669.907619047619,6.478052380952381,23.836,6.561299999999999,0.8819145817619047,66.4685761904762,3.776904761904762,109.96523809523809,1147.5904761904762,0.30158809523809527,3.904461904761905,35.10731428571429,17.492533333333334,1.4506903985714286,8.221390476190477,0.3845,3.3294761904761905,46.28452380952381,3.799461904761905,3.6399999999999997,66.6639380952381,3.75,1.3508761904761906,14.607714285714286,8.120419047619047,0.9642571428571429,35.099047619047624,6.600928571428571,3.6725000000000003,0.698810892,31.549666666666667,2998.712857142857,0.376,9.975,274.7404761904762,123.15333333333332,13179.857142857143,25997.333333333332,336.8980952380952,1.9324,106.33999999999999,104.76036190476191,143.14195714285714,2.01081,2016.0,15.380952380952381
5.0,1.0,109.77488571428573,1.3646139793333334,11.046610484761905,3.530080952380952,1.3688619047619046,1.2945666666666666,681.2719047619048,6.526714285714286,23.87747619047619,6.568114285714286,0.8835591029523809,66.88610952380952,3.8114761904761902,108.68190476190478,1167.8619047619047,0.30145,4.0384761904761906,35.14135714285714,18.116133333333334,1.4688235938571428,8.219804761904763,0.3845,3.328952380952381,46.82785714285714,3.8952857142857145,3.6399999999999997,65.70805238095238,3.75,1.3688619047619046,15.318900000000001,8.204938095238095,0.9771857142857143,35.391999999999996,6.63827619047619,3.6725000000000003,0.688327625952381,31.40604761904762,2987.4880952380954,0.376,9.975,277.9238095238095,121.74285714285713,13224.952380952382,26061.85714285714,333.1309523809524,1.9324,106.96809523809523,104.77167619047619,146.26925714285713,2.0430766666666664,2016.0,19.61904761904762
6.0,1.0,110.13917272727272,1.3520156659545455,10.964581841363637,3.441390909090909,1.3563999999999998,1.2895045454545455,680.5631818181818,6.59345909090909,24.1095,6.623795454545455,0.8906457935909091,67.29686363636364,3.8566363636363636,105.49181818181819,1171.3727272727274,0.3013363636363637,4.085636363636364,35.415831818181815,18.662831818181818,1.4241312931818182,8.308018181818182,0.3845,3.318136363636363,46.463454545454546,3.915068181818182,3.64,65.11325454545455,3.75,1.3555227272727273,15.078763636363636,8.296345454545454,0.9700772727272727,35.30445454545455,6.641236363636364,3.6725,0.7042774392272727,30.737227272727274,2997.0995454545455,0.376,9.807236363636363,279.3586363636364,124.02863636363637,13355.045454545454,28971.5,335.8863636363636,1.9324,107.65181818181819,104.69393181818182,145.28357272727274,2.157772727272727,2016.0,24.09090909090909
7.0,1.0,110.61517,1.3286333357,10.7787135605,3.275795,1.35101,1.305855,657.4635000000001,6.678905,24.4349,6.723050000000001,0.9037663865999999,67.21092999999999,3.8575000000000004,104.05499999999999,1143.92,0.30209,4.018025,35.497265,18.612225000000002,1.4047201226500001,8.472655,0.3845,3.30355,47.05135,3.975065,3.6399999999999997,64.393745,3.75,1.35101,14.4095,8.563509999999999,0.982035,35.0689,6.67107,3.6725000000000003,0.7604589076,30.034,2962.3424999999997,0.376,9.975,284.2,121.98299999999999,12969.55,29593.4,339.938,1.9324,107.559,104.08516,146.24572,2.164168,2016.0,28.45
8.0,1.0,109.45292608695652,1.3115634363043478,10.498047369130434,3.209,1.3474521739130434,1.2996391304347825,658.0834782608696,6.649160869565217,24.10421739130435,6.636926086956522,0.8919653562608696,66.9328695652174,3.795391304347826,101.27913043478262,1111.108695652174,0.30146086956521734,4.0278913043478255,35.22805217391304,18.473347826086957,1.3833083010869565,8.298113043478262,0.3845,3.3315652173913044,46.67252173913044,3.839069565217391,3.64,64.95030869565217,3.75,1.3474521739130434,13.761515217391306,8.471391304347826,0.9706043478260868,34.721782608695655,6.709573913043478,3.6725,0.7624929294782609,28.83508695652174,2961.534782608696,0.376,9.975,276.91,117.2195652173913,13011.95652173913,27805.782608695652,335.8213043478261,1.9324,107.08652173913042,104.7374956521739,145.93141739130434,2.202918695652174,2016.0,32.82608695652174
9.0,1.0,109.29090952380953,1.3168587282380952,10.594546673809523,3.255590476190476,1.3589047619047618,1.3108666666666668,668.4385714285714,6.672538095238095,24.095285714285712,6.641133333333333,0.8916935456666667,66.7455380952381,3.765619047619048,101.93666666666667,1107.452380952381,0.30143333333333333,4.10904761904762,35.33480952380952,19.22542380952381,1.368227356952381,8.198933333333335,0.3845,3.3808571428571432,47.43819047619048,3.8536476190476185,3.6399999999999997,64.45888571428571,3.75,1.3589047619047618,14.038973809523808,8.535961904761905,0.9738333333333334,34.73890476190476,6.716147619047619,3.6725000000000003,0.761105907904762,28.729761904761908,2919.4114285714286,0.376,9.975,275.3419047619048,114.77428571428572,13117.714285714286,28037.47619047619,338.2304761904762,1.9324,106.63809523809525,104.7653619047619,145.26697142857142,2.2383142857142855,2016.0,37.333333333333336
10.0,1.0,110.206775,1.3127523113500001,10.638726834,3.18851,1.382905,1.325145,663.3085,6.72942,24.521250000000002,6.752599999999999,0.9075847221,66.76522,3.8151,103.8175,1124.3049999999998,0.3026025,4.177490000000001,35.61278,18.893105,1.3969043202,8.167175,0.3845,3.38335,48.3568,3.909795,3.6399999999999997,62.626070000000006,3.75,1.38407,13.948339999999998,8.804285,0.9873900000000001,35.064499999999995,6.719240000000001,3.6725000000000003,0.8103707154500001,28.090899999999998,2932.6925,0.376,9.975,277.8995,114.1395,13019.65,30740.8,331.96999999999997,1.9324,106.73599999999999,104.801185,146.873545,2.205847,2016.0,41.65
