Month,USD,DZD,AUD,BWP,BRL,BND,CAD,CLP,CNY,CZK,DKK,EUR,INR,ILS,JPY,KRW,KWD,MYR,MUR,MXN,NZD,NOK,OMR,PEN,PHP,PLN,QAR,RUB,SAR,SGD,ZAR,SEK,CHF,THB,TTD,AED,GBP,UYU,COP,BHD,VEF,HUF,ISK,IDR,IRR,KZT,LYD,NPR,PKR,LKR,TND,Year,Week
1.0,1.0,132.61927894736843,1.2939289915263157,10.977618706842105,5.359673684210526,1.3254421052631578,1.2722052631578948,722.9505263157895,6.468547368421053,21.467157894736843,6.109221052631579,0.8212829942631579,73.09814736842105,3.221842105263158,103.70315789473683,1097.4684210526316,0.30299473684210526,4.037368421052632,39.60539473684211,19.930131578947368,1.4010247503157895,8.511952631578948,0.3845,3.623368421052631,48.060315789473684,3.725042105263158,3.6399999999999997,70.67854736842105,3.75,1.3254421052631578,15.116484210526314,8.287005263157894,0.8863763157894736,30.00031578947368,6.7629631578947365,3.6725000000000003,0.7329840180526316,42.28878947368421,3494.1426315789477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,2.473684210526316
2.0,1.0,132.95185263157896,1.2900544239473684,10.903710895789473,5.414052631578947,1.3277684210526315,1.269857894736842,722.5336842105263,6.45498947368421,21.399684210526317,6.1478,0.8267222808421053,72.76394210526315,3.2716315789473684,105.33947368421053,1112.2526315789473,0.3024078947368421,4.046342105263157,39.93871578947368,20.324099999999998,1.3811894936842104,8.502500000000001,0.3845,3.6432105263157895,48.230736842105266,3.7187421052631575,3.6399999999999997,74.35107368421052,3.75,1.3276,14.771660526315788,8.337015789473684,0.8977947368421052,29.991210526315786,6.750031578947368,3.6725000000000003,0.7218658424736842,42.723684210526315,3554.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,6.473684210526316
3.0,1.0,133.73429130434783,1.2969285661304348,11.053864743043478,5.645547826086957,1.3425739130434784,1.2573913043478262,726.3660869565217,6.50941304347826,22.00204347826087,6.2498,0.8404494366521739,72.78378695652174,3.3122608695652174,108.64956521739131,1130.0347826086957,0.30209565217391304,4.109456521739131,40.310721739130436,20.755808695652174,1.4000273782173915,8.52756956521739,0.3845,3.7048260869565217,48.57430434782609,3.8639391304347823,3.64,74.45237391304347,3.75,1.3423826086956523,14.985354347826085,8.541243478260869,0.9296608695652174,30.789434782608698,6.7606217391304355,3.6725,0.721676038826087,44.23886956521739,3614.9317391304344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,10.826086956521738
4.0,1.0,132.95020909090908,1.3010487556818182,10.891243363181818,5.5655,1.3352318181818181,1.2500636363636364,708.4804545454546,6.521059090909091,21.69459090909091,6.220209090909091,0.8363488967727272,74.43052727272728,3.2781363636363636,109.12454545454544,1119.4045454545455,0.3015181818181818,4.123159090909091,40.622122727272725,20.053895454545454,1.4057679716818183,8.392254545454547,0.3845,3.702454545454546,48.46409090909091,3.82355,3.64,76.10792272727272,3.75,1.3351772727272726,14.413731818181818,8.508204545454545,0.9232840909090908,31.369954545454547,6.754363636363636,3.6725,0.7225686182272727,44.105636363636364,3659.585454545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,15.272727272727273
5.0,1.0,133.50513684210526,1.2882010440526315,10.745353890526316,5.295963157894737,1.3302789473684211,1.2131263157894738,710.7973684210526,6.437921052631578,21.057526315789474,6.123694736842105,0.823537966368421,73.3333,3.2638421052631577,109.08473684210527,1124.2473684210527,0.30093947368421053,4.127636842105264,40.65772105263158,19.961678947368423,1.385675898,8.293052631578947,0.3845,3.7650526315789477,47.94515789473684,3.7342368421052634,3.6399999999999997,74.03323684210527,3.75,1.330915789473684,14.087005263157895,8.354505263157895,0.9029605263157895,31.293526315789475,6.760763157894736,3.6725000000000003,0.7107563920526316,44.00915789473684,3742.661578947369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,19.42105263157895
6.0,1.0,133.9196590909091,1.3073657657727273,10.727163338636364,5.038695454545454,1.3330409090909092,1.2217136363636365,727.1672727272727,6.422877272727273,21.131500000000003,6.173472727272727,0.8301666309090909,73.55825909090909,3.2525909090909093,110.1059090909091,1121.2954545454545,0.3009159090909091,4.134459090909091,41.15233181818182,20.01416818181818,1.4058083551818183,8.421954545454545,0.3845,3.902727272727273,48.12472727272727,3.736268181818182,3.64,72.5482090909091,3.75,1.3330409090909092,13.912511363636362,8.394027272727273,0.9079863636363636,31.42559090909091,6.750690909090909,3.6725,0.7128002205454546,43.603227272727274,3686.6949999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,23.90909090909091
7.0,1.0,134.91422,1.34813532085,11.0259080055,5.16648,1.35517,1.254015,751.7165,6.47471,21.68535,6.294275000000001,0.8460648857,74.53791,3.2710500000000002,110.14649999999999,1145.045,0.3007125,4.201755,42.855405,19.993225000000002,1.4322969324000001,8.799850000000001,0.3845,3.93765,50.0404,3.8650399999999996,3.6399999999999997,73.98863,3.75,1.355085,14.58529,8.632774999999999,0.9178025,32.6856,6.756399999999999,3.6725000000000003,0.72438983205,43.84035,3834.7059999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,28.45
8.0,1.0,135.33411363636364,1.3689328094545454,11.144188733181819,5.2505227272727275,1.355,1.258931818181818,779.2431818181817,6.476127272727272,21.631636363636364,6.317927272727272,0.8495076091363636,74.19548181818182,3.223863636363636,109.83727272727273,1159.8681818181817,0.30076363636363634,4.220104545454546,42.80132727272727,20.065622727272725,1.435162028181818,8.849845454545454,0.3845,4.080590909090909,50.21181818181819,3.8834454545454546,3.64,73.57238181818182,3.75,1.3552454545454546,14.807936363636365,8.680572727272727,0.9142250000000001,33.119,6.757522727272728,3.6725,0.724778142590909,43.21509090909091,3890.233181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,32.72727272727273
9.0,1.0,136.51702631578948,1.3681592577368422,11.104059619473684,5.299321052631579,1.3481263157894736,1.2686526315789473,786.1778947368422,6.455773684210526,21.585947368421053,6.323836842105263,0.8506581762105263,73.65646842105264,3.207421052631579,110.14421052631577,1171.3,0.30090263157894737,4.168042105263157,42.7415,20.06787894736842,1.418559896473684,8.650315789473684,0.3845,4.106105263157895,50.19636842105263,3.8914105263157897,3.6399999999999997,72.88323157894737,3.75,1.3481263157894736,14.574205263157895,8.6457,0.9232184210526315,33.144263157894734,6.762878947368421,3.6725000000000003,0.7286270600526316,42.70773684210526,3827.1005263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,37.36842105263158
10.0,1.0,137.12345499999998,1.3520981739,11.255349923,5.53899,1.35116,1.243685,813.9505,6.424365,21.9755,6.412025,0.861863277,74.94547,3.2148499999999998,113.127,1182.94,0.3016325,4.16284,42.89975,20.43938,1.4185430162,8.45528,0.3845,4.01315,50.76225,3.95874,3.6399999999999997,71.380025,3.75,1.350925,14.847482500000002,8.66995,0.9231025,33.4709,6.7574950000000005,3.6725000000000003,0.73001095595,43.6092,3767.542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0,41.4
